; Derived from insns.dat, the table of instructions for the Netwide Assembler. See license

Basic Instructions
---------------------------------------------------------------------------------------------------------------
| Class      | Operands                | Code                        | Flags                      |
| VPSHUFLW          | zmmreg^mask^z,zmmrm512,imm8                 | [rmi:fvm: evex.512.f2.0f.wig 70 /r ib ]         | AVX512BW                 |
| VPSLLD            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:m128: evex.nds.128.66.0f.w0 f2 /r ]        | AVX512VL,AVX512          |
| VPSLLD            | ymmreg^mask^z,ymmreg*,xmmrm128              | [rvm:m128: evex.nds.256.66.0f.w0 f2 /r ]        | AVX512VL,AVX512          |
| VPSLLD            | zmmreg^mask^z,zmmreg*,xmmrm128              | [rvm:m128: evex.nds.512.66.0f.w0 f2 /r ]        | AVX512                   |
| VPSLLD            | xmmreg^mask^z,xmmrm128^b32*,imm8            | [vmi:fv: evex.nds.128.66.0f.w0 72 /6 ib ]       | AVX512VL,AVX512          |
| VPSLLD            | ymmreg^mask^z,ymmrm256^b32*,imm8            | [vmi:fv: evex.nds.256.66.0f.w0 72 /6 ib ]       | AVX512VL,AVX512          |
| VPSLLD            | zmmreg^mask^z,zmmrm512^b32*,imm8            | [vmi:fv: evex.nds.512.66.0f.w0 72 /6 ib ]       | AVX512                   |
| VPSLLDQ           | xmmreg,xmmrm128*,imm8                       | [vmi:fvm: evex.nds.128.66.0f.wig 73 /7 ib ]     | AVX512VL,AVX512BW        |
| VPSLLDQ           | ymmreg,ymmrm256*,imm8                       | [vmi:fvm: evex.nds.256.66.0f.wig 73 /7 ib ]     | AVX512VL,AVX512BW        |
| VPSLLDQ           | zmmreg,zmmrm512*,imm8                       | [vmi:fvm: evex.nds.512.66.0f.wig 73 /7 ib ]     | AVX512BW                 |
| VPSLLQ            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:m128: evex.nds.128.66.0f.w1 f3 /r ]        | AVX512VL,AVX512          |
| VPSLLQ            | ymmreg^mask^z,ymmreg*,xmmrm128              | [rvm:m128: evex.nds.256.66.0f.w1 f3 /r ]        | AVX512VL,AVX512          |
| VPSLLQ            | zmmreg^mask^z,zmmreg*,xmmrm128              | [rvm:m128: evex.nds.512.66.0f.w1 f3 /r ]        | AVX512                   |
| VPSLLQ            | xmmreg^mask^z,xmmrm128^b64*,imm8            | [vmi:fv: evex.nds.128.66.0f.w1 73 /6 ib ]       | AVX512VL,AVX512          |
| VPSLLQ            | ymmreg^mask^z,ymmrm256^b64*,imm8            | [vmi:fv: evex.nds.256.66.0f.w1 73 /6 ib ]       | AVX512VL,AVX512          |
| VPSLLQ            | zmmreg^mask^z,zmmrm512^b64*,imm8            | [vmi:fv: evex.nds.512.66.0f.w1 73 /6 ib ]       | AVX512                   |
| VPSLLVD           | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.66.0f38.w0 47 /r ]        | AVX512VL,AVX512          |
| VPSLLVD           | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.66.0f38.w0 47 /r ]        | AVX512VL,AVX512          |
| VPSLLVD           | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.66.0f38.w0 47 /r ]        | AVX512                   |
| VPSLLVQ           | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f38.w1 47 /r ]        | AVX512VL,AVX512          |
| VPSLLVQ           | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f38.w1 47 /r ]        | AVX512VL,AVX512          |
| VPSLLVQ           | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f38.w1 47 /r ]        | AVX512                   |
| VPSLLVW           | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f38.w1 12 /r ]       | AVX512VL,AVX512BW        |
| VPSLLVW           | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f38.w1 12 /r ]       | AVX512VL,AVX512BW        |
| VPSLLVW           | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f38.w1 12 /r ]       | AVX512BW                 |
| VPSLLW            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:m128: evex.nds.128.66.0f.wig f1 /r ]       | AVX512VL,AVX512BW        |
| VPSLLW            | ymmreg^mask^z,ymmreg*,xmmrm128              | [rvm:m128: evex.nds.256.66.0f.wig f1 /r ]       | AVX512VL,AVX512BW        |
| VPSLLW            | zmmreg^mask^z,zmmreg*,xmmrm128              | [rvm:m128: evex.nds.512.66.0f.wig f1 /r ]       | AVX512BW                 |
| VPSLLW            | xmmreg^mask^z,xmmrm128*,imm8                | [vmi:fvm: evex.nds.128.66.0f.wig 71 /6 ib ]     | AVX512VL,AVX512BW        |
| VPSLLW            | ymmreg^mask^z,ymmrm256*,imm8                | [vmi:fvm: evex.nds.256.66.0f.wig 71 /6 ib ]     | AVX512VL,AVX512BW        |
| VPSLLW            | zmmreg^mask^z,zmmrm512*,imm8                | [vmi:fvm: evex.nds.512.66.0f.wig 71 /6 ib ]     | AVX512BW                 |
| VPSRAD            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:m128: evex.nds.128.66.0f.w0 e2 /r ]        | AVX512VL,AVX512          |
| VPSRAD            | ymmreg^mask^z,ymmreg*,xmmrm128              | [rvm:m128: evex.nds.256.66.0f.w0 e2 /r ]        | AVX512VL,AVX512          |
| VPSRAD            | zmmreg^mask^z,zmmreg*,xmmrm128              | [rvm:m128: evex.nds.512.66.0f.w0 e2 /r ]        | AVX512                   |
| VPSRAD            | xmmreg^mask^z,xmmrm128^b32*,imm8            | [vmi:fv: evex.nds.128.66.0f.w0 72 /4 ib ]       | AVX512VL,AVX512          |
| VPSRAD            | ymmreg^mask^z,ymmrm256^b32*,imm8            | [vmi:fv: evex.nds.256.66.0f.w0 72 /4 ib ]       | AVX512VL,AVX512          |
| VPSRAD            | zmmreg^mask^z,zmmrm512^b32*,imm8            | [vmi:fv: evex.nds.512.66.0f.w0 72 /4 ib ]       | AVX512                   |
| VPSRAQ            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:m128: evex.nds.128.66.0f.w1 e2 /r ]        | AVX512VL,AVX512          |
| VPSRAQ            | ymmreg^mask^z,ymmreg*,xmmrm128              | [rvm:m128: evex.nds.256.66.0f.w1 e2 /r ]        | AVX512VL,AVX512          |
| VPSRAQ            | zmmreg^mask^z,zmmreg*,xmmrm128              | [rvm:m128: evex.nds.512.66.0f.w1 e2 /r ]        | AVX512                   |
| VPSRAQ            | xmmreg^mask^z,xmmrm128^b64*,imm8            | [vmi:fv: evex.nds.128.66.0f.w1 72 /4 ib ]       | AVX512VL,AVX512          |
| VPSRAQ            | ymmreg^mask^z,ymmrm256^b64*,imm8            | [vmi:fv: evex.nds.256.66.0f.w1 72 /4 ib ]       | AVX512VL,AVX512          |
| VPSRAQ            | zmmreg^mask^z,zmmrm512^b64*,imm8            | [vmi:fv: evex.nds.512.66.0f.w1 72 /4 ib ]       | AVX512                   |
| VPSRAVD           | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.66.0f38.w0 46 /r ]        | AVX512VL,AVX512          |
| VPSRAVD           | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.66.0f38.w0 46 /r ]        | AVX512VL,AVX512          |
| VPSRAVD           | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.66.0f38.w0 46 /r ]        | AVX512                   |
| VPSRAVQ           | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f38.w1 46 /r ]        | AVX512VL,AVX512          |
| VPSRAVQ           | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f38.w1 46 /r ]        | AVX512VL,AVX512          |
| VPSRAVQ           | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f38.w1 46 /r ]        | AVX512                   |
| VPSRAVW           | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f38.w1 11 /r ]       | AVX512VL,AVX512BW        |
| VPSRAVW           | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f38.w1 11 /r ]       | AVX512VL,AVX512BW        |
| VPSRAVW           | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f38.w1 11 /r ]       | AVX512BW                 |
| VPSRAW            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:m128: evex.nds.128.66.0f.wig e1 /r ]       | AVX512VL,AVX512BW        |
| VPSRAW            | ymmreg^mask^z,ymmreg*,xmmrm128              | [rvm:m128: evex.nds.256.66.0f.wig e1 /r ]       | AVX512VL,AVX512BW        |
| VPSRAW            | zmmreg^mask^z,zmmreg*,xmmrm128              | [rvm:m128: evex.nds.512.66.0f.wig e1 /r ]       | AVX512BW                 |
| VPSRAW            | xmmreg^mask^z,xmmrm128*,imm8                | [vmi:fvm: evex.nds.128.66.0f.wig 71 /4 ib ]     | AVX512VL,AVX512BW        |
| VPSRAW            | ymmreg^mask^z,ymmrm256*,imm8                | [vmi:fvm: evex.nds.256.66.0f.wig 71 /4 ib ]     | AVX512VL,AVX512BW        |
| VPSRAW            | zmmreg^mask^z,zmmrm512*,imm8                | [vmi:fvm: evex.nds.512.66.0f.wig 71 /4 ib ]     | AVX512BW                 |
| VPSRLD            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:m128: evex.nds.128.66.0f.w0 d2 /r ]        | AVX512VL,AVX512          |
| VPSRLD            | ymmreg^mask^z,ymmreg*,xmmrm128              | [rvm:m128: evex.nds.256.66.0f.w0 d2 /r ]        | AVX512VL,AVX512          |
| VPSRLD            | zmmreg^mask^z,zmmreg*,xmmrm128              | [rvm:m128: evex.nds.512.66.0f.w0 d2 /r ]        | AVX512                   |
| VPSRLD            | xmmreg^mask^z,xmmrm128^b32*,imm8            | [vmi:fv: evex.nds.128.66.0f.w0 72 /2 ib ]       | AVX512VL,AVX512          |
| VPSRLD            | ymmreg^mask^z,ymmrm256^b32*,imm8            | [vmi:fv: evex.nds.256.66.0f.w0 72 /2 ib ]       | AVX512VL,AVX512          |
| VPSRLD            | zmmreg^mask^z,zmmrm512^b32*,imm8            | [vmi:fv: evex.nds.512.66.0f.w0 72 /2 ib ]       | AVX512                   |
| VPSRLDQ           | xmmreg,xmmrm128*,imm8                       | [vmi:fvm: evex.nds.128.66.0f.wig 73 /3 ib ]     | AVX512VL,AVX512BW        |
| VPSRLDQ           | ymmreg,ymmrm256*,imm8                       | [vmi:fvm: evex.nds.256.66.0f.wig 73 /3 ib ]     | AVX512VL,AVX512BW        |
| VPSRLDQ           | zmmreg,zmmrm512*,imm8                       | [vmi:fvm: evex.nds.512.66.0f.wig 73 /3 ib ]     | AVX512BW                 |
| VPSRLQ            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:m128: evex.nds.128.66.0f.w1 d3 /r ]        | AVX512VL,AVX512          |
| VPSRLQ            | ymmreg^mask^z,ymmreg*,xmmrm128              | [rvm:m128: evex.nds.256.66.0f.w1 d3 /r ]        | AVX512VL,AVX512          |
| VPSRLQ            | zmmreg^mask^z,zmmreg*,xmmrm128              | [rvm:m128: evex.nds.512.66.0f.w1 d3 /r ]        | AVX512                   |
| VPSRLQ            | xmmreg^mask^z,xmmrm128^b64*,imm8            | [vmi:fv: evex.nds.128.66.0f.w1 73 /2 ib ]       | AVX512VL,AVX512          |
| VPSRLQ            | ymmreg^mask^z,ymmrm256^b64*,imm8            | [vmi:fv: evex.nds.256.66.0f.w1 73 /2 ib ]       | AVX512VL,AVX512          |
| VPSRLQ            | zmmreg^mask^z,zmmrm512^b64*,imm8            | [vmi:fv: evex.nds.512.66.0f.w1 73 /2 ib ]       | AVX512                   |
| VPSRLVD           | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.66.0f38.w0 45 /r ]        | AVX512VL,AVX512          |
| VPSRLVD           | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.66.0f38.w0 45 /r ]        | AVX512VL,AVX512          |
| VPSRLVD           | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.66.0f38.w0 45 /r ]        | AVX512                   |
| VPSRLVQ           | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f38.w1 45 /r ]        | AVX512VL,AVX512          |
| VPSRLVQ           | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f38.w1 45 /r ]        | AVX512VL,AVX512          |
| VPSRLVQ           | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f38.w1 45 /r ]        | AVX512                   |
| VPSRLVW           | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f38.w1 10 /r ]       | AVX512VL,AVX512BW        |
| VPSRLVW           | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f38.w1 10 /r ]       | AVX512VL,AVX512BW        |
| VPSRLVW           | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f38.w1 10 /r ]       | AVX512BW                 |
| VPSRLW            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:m128: evex.nds.128.66.0f.wig d1 /r ]       | AVX512VL,AVX512BW        |
| VPSRLW            | ymmreg^mask^z,ymmreg*,xmmrm128              | [rvm:m128: evex.nds.256.66.0f.wig d1 /r ]       | AVX512VL,AVX512BW        |
| VPSRLW            | zmmreg^mask^z,zmmreg*,xmmrm128              | [rvm:m128: evex.nds.512.66.0f.wig d1 /r ]       | AVX512BW                 |
| VPSRLW            | xmmreg^mask^z,xmmrm128*,imm8                | [vmi:fvm: evex.nds.128.66.0f.wig 71 /2 ib ]     | AVX512VL,AVX512BW        |
| VPSRLW            | ymmreg^mask^z,ymmrm256*,imm8                | [vmi:fvm: evex.nds.256.66.0f.wig 71 /2 ib ]     | AVX512VL,AVX512BW        |
| VPSRLW            | zmmreg^mask^z,zmmrm512*,imm8                | [vmi:fvm: evex.nds.512.66.0f.wig 71 /2 ib ]     | AVX512BW                 |
| VPSUBB            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f.wig f8 /r ]        | AVX512VL,AVX512BW        |
| VPSUBB            | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f.wig f8 /r ]        | AVX512VL,AVX512BW        |
| VPSUBB            | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f.wig f8 /r ]        | AVX512BW                 |
| VPSUBD            | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.66.0f.w0 fa /r ]          | AVX512VL,AVX512          |
| VPSUBD            | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.66.0f.w0 fa /r ]          | AVX512VL,AVX512          |
| VPSUBD            | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.66.0f.w0 fa /r ]          | AVX512                   |
| VPSUBQ            | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 fb /r ]          | AVX512VL,AVX512          |
| VPSUBQ            | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 fb /r ]          | AVX512VL,AVX512          |
| VPSUBQ            | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f.w1 fb /r ]          | AVX512                   |
| VPSUBSB           | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f.wig e8 /r ]        | AVX512VL,AVX512BW        |
| VPSUBSB           | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f.wig e8 /r ]        | AVX512VL,AVX512BW        |
| VPSUBSB           | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f.wig e8 /r ]        | AVX512BW                 |
| VPSUBSW           | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f.wig e9 /r ]        | AVX512VL,AVX512BW        |
| VPSUBSW           | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f.wig e9 /r ]        | AVX512VL,AVX512BW        |
| VPSUBSW           | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f.wig e9 /r ]        | AVX512BW                 |
| VPSUBUSB          | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f.wig d8 /r ]        | AVX512VL,AVX512BW        |
| VPSUBUSB          | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f.wig d8 /r ]        | AVX512VL,AVX512BW        |
| VPSUBUSB          | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f.wig d8 /r ]        | AVX512BW                 |
| VPSUBUSW          | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f.wig d9 /r ]        | AVX512VL,AVX512BW        |
| VPSUBUSW          | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f.wig d9 /r ]        | AVX512VL,AVX512BW        |
| VPSUBUSW          | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f.wig d9 /r ]        | AVX512BW                 |
| VPSUBW            | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f.wig f9 /r ]        | AVX512VL,AVX512BW        |
| VPSUBW            | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f.wig f9 /r ]        | AVX512VL,AVX512BW        |
| VPSUBW            | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f.wig f9 /r ]        | AVX512BW                 |
| VPTERNLOGD        | xmmreg^mask^z,xmmreg,xmmrm128^b32,imm8      | [rvmi:fv: evex.nds.128.66.0f3a.w0 25 /r ib ]    | AVX512VL,AVX512          |
| VPTERNLOGD        | ymmreg^mask^z,ymmreg,ymmrm256^b32,imm8      | [rvmi:fv: evex.nds.256.66.0f3a.w0 25 /r ib ]    | AVX512VL,AVX512          |
| VPTERNLOGD        | zmmreg^mask^z,zmmreg,zmmrm512^b32,imm8      | [rvmi:fv: evex.nds.512.66.0f3a.w0 25 /r ib ]    | AVX512                   |
| VPTERNLOGQ        | xmmreg^mask^z,xmmreg,xmmrm128^b64,imm8      | [rvmi:fv: evex.nds.128.66.0f3a.w1 25 /r ib ]    | AVX512VL,AVX512          |
| VPTERNLOGQ        | ymmreg^mask^z,ymmreg,ymmrm256^b64,imm8      | [rvmi:fv: evex.nds.256.66.0f3a.w1 25 /r ib ]    | AVX512VL,AVX512          |
| VPTERNLOGQ        | zmmreg^mask^z,zmmreg,zmmrm512^b64,imm8      | [rvmi:fv: evex.nds.512.66.0f3a.w1 25 /r ib ]    | AVX512                   |
| VPTESTMB          | kreg^mask,xmmreg,xmmrm128                   | [rvm:fvm: evex.nds.128.66.0f38.w0 26 /r ]       | AVX512VL,AVX512BW        |
| VPTESTMB          | kreg^mask,ymmreg,ymmrm256                   | [rvm:fvm: evex.nds.256.66.0f38.w0 26 /r ]       | AVX512VL,AVX512BW        |
| VPTESTMB          | kreg^mask,zmmreg,zmmrm512                   | [rvm:fvm: evex.nds.512.66.0f38.w0 26 /r ]       | AVX512BW                 |
| VPTESTMD          | kreg^mask,xmmreg,xmmrm128^b32               | [rvm:fv: evex.nds.128.66.0f38.w0 27 /r ]        | AVX512VL,AVX512          |
| VPTESTMD          | kreg^mask,ymmreg,ymmrm256^b32               | [rvm:fv: evex.nds.256.66.0f38.w0 27 /r ]        | AVX512VL,AVX512          |
| VPTESTMD          | kreg^mask,zmmreg,zmmrm512^b32               | [rvm:fv: evex.nds.512.66.0f38.w0 27 /r ]        | AVX512                   |
| VPTESTMQ          | kreg^mask,xmmreg,xmmrm128^b64               | [rvm:fv: evex.nds.128.66.0f38.w1 27 /r ]        | AVX512VL,AVX512          |
| VPTESTMQ          | kreg^mask,ymmreg,ymmrm256^b64               | [rvm:fv: evex.nds.256.66.0f38.w1 27 /r ]        | AVX512VL,AVX512          |
| VPTESTMQ          | kreg^mask,zmmreg,zmmrm512^b64               | [rvm:fv: evex.nds.512.66.0f38.w1 27 /r ]        | AVX512                   |
| VPTESTMW          | kreg^mask,xmmreg,xmmrm128                   | [rvm:fvm: evex.nds.128.66.0f38.w1 26 /r ]       | AVX512VL,AVX512BW        |
| VPTESTMW          | kreg^mask,ymmreg,ymmrm256                   | [rvm:fvm: evex.nds.256.66.0f38.w1 26 /r ]       | AVX512VL,AVX512BW        |
| VPTESTMW          | kreg^mask,zmmreg,zmmrm512                   | [rvm:fvm: evex.nds.512.66.0f38.w1 26 /r ]       | AVX512BW                 |
| VPTESTNMB         | kreg^mask,xmmreg,xmmrm128                   | [rvm:fvm: evex.nds.128.f3.0f38.w0 26 /r ]       | AVX512VL,AVX512BW        |
| VPTESTNMB         | kreg^mask,ymmreg,ymmrm256                   | [rvm:fvm: evex.nds.256.f3.0f38.w0 26 /r ]       | AVX512VL,AVX512BW        |
| VPTESTNMB         | kreg^mask,zmmreg,zmmrm512                   | [rvm:fvm: evex.nds.512.f3.0f38.w0 26 /r ]       | AVX512BW                 |
| VPTESTNMD         | kreg^mask,xmmreg,xmmrm128^b32               | [rvm:fv: evex.nds.128.f3.0f38.w0 27 /r ]        | AVX512VL,AVX512          |
| VPTESTNMD         | kreg^mask,ymmreg,ymmrm256^b32               | [rvm:fv: evex.nds.256.f3.0f38.w0 27 /r ]        | AVX512VL,AVX512          |
| VPTESTNMD         | kreg^mask,zmmreg,zmmrm512^b32               | [rvm:fv: evex.nds.512.f3.0f38.w0 27 /r ]        | AVX512                   |
| VPTESTNMQ         | kreg^mask,xmmreg,xmmrm128^b64               | [rvm:fv: evex.nds.128.f3.0f38.w1 27 /r ]        | AVX512VL,AVX512          |
| VPTESTNMQ         | kreg^mask,ymmreg,ymmrm256^b64               | [rvm:fv: evex.nds.256.f3.0f38.w1 27 /r ]        | AVX512VL,AVX512          |
| VPTESTNMQ         | kreg^mask,zmmreg,zmmrm512^b64               | [rvm:fv: evex.nds.512.f3.0f38.w1 27 /r ]        | AVX512                   |
| VPTESTNMW         | kreg^mask,xmmreg,xmmrm128                   | [rvm:fvm: evex.nds.128.f3.0f38.w1 26 /r ]       | AVX512VL,AVX512BW        |
| VPTESTNMW         | kreg^mask,ymmreg,ymmrm256                   | [rvm:fvm: evex.nds.256.f3.0f38.w1 26 /r ]       | AVX512VL,AVX512BW        |
| VPTESTNMW         | kreg^mask,zmmreg,zmmrm512                   | [rvm:fvm: evex.nds.512.f3.0f38.w1 26 /r ]       | AVX512BW                 |
| VPUNPCKHBW        | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f.wig 68 /r ]        | AVX512VL,AVX512BW        |
| VPUNPCKHBW        | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f.wig 68 /r ]        | AVX512VL,AVX512BW        |
| VPUNPCKHBW        | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f.wig 68 /r ]        | AVX512BW                 |
| VPUNPCKHDQ        | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.66.0f.w0 6a /r ]          | AVX512VL,AVX512          |
| VPUNPCKHDQ        | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.66.0f.w0 6a /r ]          | AVX512VL,AVX512          |
| VPUNPCKHDQ        | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.66.0f.w0 6a /r ]          | AVX512                   |
| VPUNPCKHQDQ       | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 6d /r ]          | AVX512VL,AVX512          |
| VPUNPCKHQDQ       | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 6d /r ]          | AVX512VL,AVX512          |
| VPUNPCKHQDQ       | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f.w1 6d /r ]          | AVX512                   |
| VPUNPCKHWD        | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f.wig 69 /r ]        | AVX512VL,AVX512BW        |
| VPUNPCKHWD        | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f.wig 69 /r ]        | AVX512VL,AVX512BW        |
| VPUNPCKHWD        | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f.wig 69 /r ]        | AVX512BW                 |
| VPUNPCKLBW        | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f.wig 60 /r ]        | AVX512VL,AVX512BW        |
| VPUNPCKLBW        | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f.wig 60 /r ]        | AVX512VL,AVX512BW        |
| VPUNPCKLBW        | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f.wig 60 /r ]        | AVX512BW                 |
| VPUNPCKLDQ        | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.66.0f.w0 62 /r ]          | AVX512VL,AVX512          |
| VPUNPCKLDQ        | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.66.0f.w0 62 /r ]          | AVX512VL,AVX512          |
| VPUNPCKLDQ        | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.66.0f.w0 62 /r ]          | AVX512                   |
| VPUNPCKLQDQ       | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 6c /r ]          | AVX512VL,AVX512          |
| VPUNPCKLQDQ       | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 6c /r ]          | AVX512VL,AVX512          |
| VPUNPCKLQDQ       | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f.w1 6c /r ]          | AVX512                   |
| VPUNPCKLWD        | xmmreg^mask^z,xmmreg*,xmmrm128              | [rvm:fvm: evex.nds.128.66.0f.wig 61 /r ]        | AVX512VL,AVX512BW        |
| VPUNPCKLWD        | ymmreg^mask^z,ymmreg*,ymmrm256              | [rvm:fvm: evex.nds.256.66.0f.wig 61 /r ]        | AVX512VL,AVX512BW        |
| VPUNPCKLWD        | zmmreg^mask^z,zmmreg*,zmmrm512              | [rvm:fvm: evex.nds.512.66.0f.wig 61 /r ]        | AVX512BW                 |
